society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,Exhaust Fan,Fridge,Stove,Sofa,Wardrobe,Chimney,Curtains,Modular Kitchen,Dining Table,Bed,Geyser,Fan,Water Purifier,AC,Light,TV,Microwave,Washing Machine,furnishing_type
Bestech Park View Spa Next,285.0,12127,4,4,3,5,South,Moderately Old,4, Sector 67 Gurgaon,14,1,0,1,0,,,2350,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,1,0,4,1,1,1,0,0,4,6,0,6,10,0,0,0,1
Bestech Park View Spa Next,235.0,12144,3,4,3,14,South-West,Moderately Old,3, Sector 67 Gurgaon,14,1,0,0,0,,,1935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,1,0,3,1,1,1,0,0,4,5,0,4,12,0,0,0,1
DLF The Ultima,229.99999999999997,10994,3,4,3,6,East,New Property,3, Sector 81 Gurgaon,30,1,0,0,0,,,2092,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,1,0,4,1,1,1,0,0,7,8,0,5,10,0,1,0,2
DLF The Ultima,225.99999999999997,10761,3,4,3,17,West,New Property,3, Sector 81 Gurgaon,29,1,0,0,0,,,2100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,1,0,4,1,1,1,0,0,4,8,0,5,10,0,1,0,2
Ambience Creacions,478.0,15469,3,4,3,7,West,Relatively New,3, Sector 22 Gurgaon,18,1,0,0,0,2250,2500,3090,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,0,3,1,0,1,0,0,3,4,1,0,10,0,1,0,2
Tulip Ivory,200.0,8333,4,5,3,7,North-East,Moderately Old,4, Sector 70 Gurgaon,12,1,0,0,0,1950,,2400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0,4,1,1,1,0,0,3,5,0,0,12,0,0,0,1
Ireo Skyon,375.0,13392,4,4,3,12,North,Relatively New,4, Sector 60 Gurgaon,39,1,0,0,0,2350,2650,2800,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0,4,1,0,1,0,0,5,6,0,5,7,0,0,0,1
Ambience Creacions,616.0,20533,4,5,3,10,South-East,New Property,4, Sector 22 Gurgaon,20,1,0,1,0,3000,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,4,1,0,1,0,0,4,6,0,0,6,0,0,0,1
MM Golfestate,530.0,24211,3,3,3,38,North-East,Moderately Old,3, Sector 65 Gurgaon,40,1,0,0,0,2189,,2850,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,1,0,3,1,7,1,0,0,4,6,0,6,17,0,1,0,2
Umang Winter Hills,75,5588,2,2,2,8,South,Relatively New,2, Sector 77 Gurgaon,18,0,0,0,1,969,1140,1342,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,0,2,1,0,1,0,0,3,4,1,3,0,0,0,0,1
Mapsko Mount Ville,125.0,8389,3,3,3,18,South,Relatively New,3, Sector 79 Gurgaon,30,0,1,0,0,863.91,1058,1490,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,1,0,3,1,0,1,0,0,0,0,0,4,0,0,0,0,1
Godrej ,200.0,8474,3,4,3,9,East,Relatively New,3, Sector 79 Gurgaon,15,1,0,0,0,1629,1963,2366,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mapsko Mount Ville,130.0,8724,3,3,3,19,East,Relatively New,3, Sector 79 Gurgaon,30,0,0,0,1,863.91,1176,1490,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,1,0,3,1,0,1,0,0,0,0,0,4,0,0,0,0,1
City Heights,175.0,8750,3,4,3,3,,Old Property,3, Sector 39 Gurgaon,12,1,0,0,0,2000,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,3,1,5,1,1,0,3,5,1,1,9,1,1,0,2
KW Royal Court,200.0,6250,5,4,3,9,East,Old Property,5, Sector 39 Gurgaon,12,1,0,0,0,3200,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,5,1,9,1,1,0,5,8,1,6,1,1,1,0,2
Shree Vardhman Victoria,178.0,9128,3,3,3,7,North-East,Relatively New,3, Sector 70 Gurgaon,13,1,0,0,0,,,1950,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
Alpha Corp GurgaonOne ,114.99999999999999,7496,2,2,3,14,South-East,Relatively New,2, Sector 84 Gurgaon,26,0,1,0,0,1260,,1534,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGHS Airport Apartment,165.0,7857,3,3,3,1,North-East,Old Property,3, Sector 47 Gurgaon,10,0,0,0,0,1720,,2100,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,37,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,3,1,0,1,0,0,4,5,0,0,10,0,0,0,1
GLS Avenue ,21,6953,1,1,1,0,South-East,Relatively New,1, Sector 92 Gurgaon,12,0,0,0,0,302,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamroon Court,275.0,13750,3,4,3,5,North-East,Moderately Old,3, Sector 43 Gurgaon,12,1,0,0,0,2000,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,3,1,0,0,0,0,4,5,0,3,14,2,1,0,1
Bestech Park View Spa Next,272.0,11574,4,4,3,0,South-West,Relatively New,4, Sector 67 Gurgaon,14,1,0,1,0,2001,2250,2350,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,49,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,1,0,4,1,0,1,0,0,5,7,0,5,15,0,0,0,1
Unitech Uniworld Gardens,240.0,11505,3,4,3,10,East,Moderately Old,3, Sector 47 Gurgaon,19,1,0,0,0,1750,,2086,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,40,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tata Primanti,409.99999999999994,13725,3,3,3,8,,Moderately Old,3, Sector 72 Gurgaon,40,1,0,0,0,,,2550,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0
CHD Avenue ,112.00000000000001,6215,3,4,3,0,South-East,Moderately Old,3, Sector 71 Gurgaon,14,1,0,0,0,,,1802,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shree Vardhman Flora,65,4814,2,2,3,10,North,Moderately Old,2, Sector 90 Gurgaon,13,0,1,0,0,,,1350,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,2,1,1,1,0,0,1,3,0,0,10,0,0,0,1
Krrish Provence Estate,750.0,7500,5,6,3,23,North-East,Relatively New,5, Gwal Pahari,26,1,0,1,0,,,10000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLF The Crest,1100.0,35483,4,5,3,7,North-East,Relatively New,4, Sector 54 Gurgaon,36,1,1,1,0,3100,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,2,1,0,0
DLF Regal Gardens,126.0,7403,3,3,3,6,North-East,Relatively New,3, Sector 90 Gurgaon,29,0,0,0,0,1500,,1702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,3,1,0,1,0,0,3,5,0,5,9,0,0,0,1
DLF Regal Gardens,180.0,7223,4,4,3,7,South-West,Moderately Old,4, Sector 90 Gurgaon,19,0,0,0,0,,,2215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
MM Golfestate,590.0,17484,3,3,3,18,North,Relatively New,3, Sector 65 Gurgaon,40,1,1,0,0,,,3363,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,34,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,5,0,5,6,0,0,0,0
Bestech Park View City ,290.0,12169,4,4,3,5,South-West,Moderately Old,4, Sector 49 Gurgaon,14,1,0,0,0,,,2383,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
DLF The Skycourt,159.0,8242,3,3,3,17,East,Relatively New,3, Sector 86 Gurgaon,20,0,0,0,0,1548,1700,1929,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0,3,1,0,1,0,0,0,5,0,5,5,0,0,0,1
DLF The Ultima,221.0,10365,3,3,3,3,South,Relatively New,3, Sector 81 Gurgaon,29,1,0,0,0,1650,,2132,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,0,1,1,1,0,0,3,5,0,5,14,0,1,0,2
Emaar Palm Gardens,148.0,7789,3,3,3,7,East,Relatively New,3, Sector 83 Gurgaon,16,1,0,0,0,1240.04,,1900,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experion The Heartsong,98,13343,2,3,3,4,East,Relatively New,2, Sector 108 Gurgaon,14,0,1,0,0,734.43,978.23,1283,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,8,0,0,0,0
Shapoorji Pallonji Joyville Gurugram,204.0,14068,3,3,3,1,South,Relatively New,3, Sector 102 Gurgaon,26,0,0,0,0,1450,,1852,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,34,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0
Orris Aster Court Premier,150.0,5859,4,5,3,6,West,New Property,4, Sector 85 Gurgaon,12,1,0,0,0,1800,2017,2560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,0,0,3,1,0,1,0,0,2,7,0,5,14,0,0,0,1
Orris Aster Court Premier,149.0,5820,4,5,3,10,East,Relatively New,4, Sector 85 Gurgaon,12,1,0,0,0,1890,2017,2560,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1,0,4,1,0,1,0,0,0,0,0,5,0,0,0,0,1
Orris Aster Court Premier,120.0,5660,3,4,2,6,North-East,Relatively New,3, Sector 85 Gurgaon,12,1,0,0,0,1550,1650,2120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,3,1,0,1,0,0,0,0,0,4,0,0,0,0,0
Shree Vardhman Flora,86,6254,3,4,3,0,North,Relatively New,3, Sector 90 Gurgaon,13,1,0,0,0,1375,1525,1950,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,2,0,0,1,0,0,1,5,0,0,10,0,0,0,1
Orris Carnation Residency,89.5,4531,4,4,3,8,East,Moderately Old,4, Sector 85 Gurgaon,12,0,0,0,0,1435,1575,1975,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,3,1,0,1,0,0,2,6,0,0,12,0,0,0,1
Saan Verdante,200.0,10178,3,4,3,5,North,New Property,3, Sector 95 Gurgaon,24,1,0,0,0,1935,,1965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tulip Violet,185.0,9203,4,4,2,14,North-East,Relatively New,4, Sector 69 Gurgaon,14,0,0,0,0,,,2010,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0,4,1,1,1,1,0,0,5,0,0,6,0,0,0,1
Puri Emerald Bay,265.0,15007,3,4,3,15,North-East,Relatively New,3, Sector 104 Gurgaon,29,1,0,0,0,1765.73,,2450,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,0,3,1,1,1,0,0,3,6,1,4,11,0,0,0,1
Emaar Gurgaon Greens,150.0,9090,3,3,3,7,West,Relatively New,3, Sector 102 Gurgaon,14,0,0,1,0,1022.58,,1650,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,3,1,1,1,0,0,3,5,1,4,21,0,0,0,1
ATS Kocoon,175.0,10028,3,3,3,10,North-East,Relatively New,3, Sector 109 Gurgaon,25,0,0,1,0,1250,1550,1745,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0,3,1,7,1,0,0,3,5,1,4,19,0,0,0,1
Puri Emerald Bay,132.0,8516,2,2,2,10,North-East,Relatively New,2, Sector 104 Gurgaon,29,0,0,0,0,,,1550,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
Vatika City Homes,80,6060,2,2,2,8,East,Moderately Old,2, Sector 83 Gurgaon,8,0,0,0,1,,,1320,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experion The Heartsong,120.0,6825,3,2,3,11,North-East,Relatively New,3, Sector 108 Gurgaon,14,1,0,1,0,1400,1550,1758,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,2,5,0,5,5,0,0,0,1
Pioneer Urban Presidia,650.0,14987,4,4,3,3,West,Moderately Old,4, Sector 62 Gurgaon,27,0,1,0,0,,,4337,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paras Dews,117.0,6647,3,4,3,12,West,Relatively New,3, Sector 106 Gurgaon,24,1,0,0,0,1130,1186,1760,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Paras Dews,114.99999999999999,6052,3,4,3,5,North-West,Relatively New,3, Sector 106 Gurgaon,24,1,1,0,0,1173,1305,1900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
La Vida by Tata Housing,248.0,14090,3,3,3,8,,New Property,3, Sector 113 Gurgaon,25,1,0,0,0,1760,1980,2217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Shri Banke Bihari Society,135.0,9642,3,3,3,4,,Old Property,3, Sector 56 Gurgaon,8,0,0,0,0,1400,1450,1500,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0,0,0,3,1,0,1,0,0,2,6,0,0,8,0,0,0,1
Indiabulls Centrum Park,114.99999999999999,8679,2,2,3,10,North-East,Relatively New,2, Sector 103 Gurgaon,11,0,1,0,0,865,,1325,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,0,2,1,0,1,0,0,2,3,1,2,8,0,0,0,1
Sobha City,295.0,14727,3,4,2,12,East,Relatively New,3, Sector 108 Gurgaon,24,0,0,0,0,1400,1600,2003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0
MM Merlin,340.0,14418,3,4,3,17,North,Relatively New,3, Sector 67 Gurgaon,29,1,0,0,0,,,2358,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,1,0,3,1,1,1,0,0,4,5,0,5,8,0,0,0,1
MM Merlin,280.0,13671,3,3,3,2,East,Relatively New,3, Sector 67 Gurgaon,21,0,0,0,1,,,2048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,3,1,1,1,1,3,3,5,1,5,13,4,1,0,2
ATS Kocoon,215.0,10262,3,4,3,9,North,Relatively New,3, Sector 109 Gurgaon,20,1,0,0,0,,,2095,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shapoorji Pallonji Joyville Gurugram,176.0,10224,3,3,3,1,North-East,Relatively New,3, Sector 102 Gurgaon,26,0,0,0,0,,,1692,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puri Diplomatic Greens,345.0,11694,4,5,3,10,North,Relatively New,4, Sector 111 Gurgaon,21,1,0,0,0,,,2950,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiabulls Enigma,330.0,9850,4,5,3,7,East,Relatively New,4, Sector 110 Gurgaon,15,1,0,0,0,,,3350,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATS Triumph,175.0,7641,3,4,3,11,South-East,Relatively New,3, Sector 104 Gurgaon,27,1,0,0,0,,,2290,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
