price,bedRoom,bathroom,balcony,floorNum,agePossession,sector,Servant_Room,Study_Room,Pooja_Room,Store_Room,Built_Up_Area,furnishing_type,luxury_category,Latitude,Longitude
225.0,3.0,3.0,3.0,29.0,Relatively New,sector 82,1,0,0,0,2520.0,Semi Furnished,Luxurious,28.3935° N, 76.9600° E
280.0,3.0,3.0,3.0,3.0,Relatively New,sector 65,1,1,0,0,1980.0,Fully Furnished,Semi Luxurious,28.4030° N, 77.0690° E
160.0,2.0,2.0,2.0,3.0,Relatively New,sector 28,0,0,0,0,1320.0,Unfurnished,Not Luxurious,28.4728° N, 77.0865° E
83.0,2.0,2.0,3.0,5.0,New Property,sector 79,0,1,0,0,1836.0,Semi Furnished,Semi Luxurious,28.3624° N, 76.9787° E
83.0,3.0,2.0,2.0,1.0,New Property,sohna,0,0,0,0,1344.0,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
80.0,2.0,3.0,2.0,9.0,New Property,sector 10,0,0,0,0,1500.0,Unfurnished,Semi Luxurious,28.4537° N, 77.0009° E
125.0,4.0,4.0,3.0,6.0,Moderately Old,sector 1,0,0,0,0,3181.2,Unfurnished,Semi Luxurious,28.3663° N, 76.9456° E
23.0,1.0,1.0,1.0,2.0,Relatively New,sector 4,0,0,0,0,552.0,Unfurnished,Not Luxurious,28.4738° N, 77.0107° E
30.0,1.0,1.0,1.0,14.0,New Property,sector 84,0,0,0,0,540.0,Unfurnished,Semi Luxurious,28.3979° N, 76.9736° E
155.0,3.0,4.0,1.0,1.0,Relatively New,sector 33,1,0,0,0,1256.0,Unfurnished,Semi Luxurious,28.4420° N, 77.0207° E
79.0,2.0,2.0,2.0,8.0,Relatively New,sector 71,0,0,0,0,958.4,Unfurnished,Not Luxurious,28.4104° N, 77.0281° E
50.0,2.0,2.0,2.0,2.0,Moderately Old,sector 7,0,0,0,1,720.0,Unfurnished,Not Luxurious,28.4644° N, 77.0143° E
101.0,2.0,2.0,3.0,12.0,Under Construction,sohna,0,1,0,0,1160.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
95.0,4.0,5.0,3.0,4.0,Moderately Old,sector 92,1,0,0,0,1517.6,Unfurnished,Semi Luxurious,28.4079° N, 76.9153° E
99.0,2.0,2.0,2.0,1.0,Relatively New,sector 77,0,0,0,0,1008.0,Unfurnished,Semi Luxurious,28.3801° N, 76.9845° E
110.0,3.0,3.0,3.0,7.0,Under Construction,sector 37,0,0,0,0,1380.0,Unfurnished,Luxurious,28.4375° N, 76.9999° E
190.0,4.0,4.0,3.0,3.0,New Property,sector 67,0,0,0,0,1760.0,Fully Furnished,Semi Luxurious,28.3859° N, 77.0608° E
100.0,3.0,3.0,3.0,5.0,Under Construction,sector 37c,0,0,0,0,1500.0,Unfurnished,Semi Luxurious,28.4515° N, 76.9882° E
250.0,3.0,3.0,3.0,9.0,Moderately Old,sector 57,0,0,0,0,1800.0,Unfurnished,Not Luxurious,28.4232° N, 77.0752° E
110.0,2.0,2.0,2.0,14.0,Under Construction,sector 3,0,0,0,0,845.264,Unfurnished,Not Luxurious,28.4909° N, 77.0176° E
29.0,2.0,2.0,2.0,14.0,Relatively New,sector 95,0,0,0,0,448.0,Unfurnished,Semi Luxurious,28.4172° N, 76.9081° E
55.0,2.0,2.0,3.0,15.0,Relatively New,sector 95,0,0,0,0,990.0,Unfurnished,Not Luxurious,28.4172° N, 76.9081° E
65.0,3.0,2.0,3.0,6.0,Relatively New,sector 92,0,0,0,0,1096.0,Unfurnished,Semi Luxurious,28.4079° N, 76.9153° E
50.0,2.0,2.0,2.0,6.0,New Property,sohna,0,0,0,0,637.884,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
31.75,2.0,2.0,1.0,2.0,New Property,sector 99,0,0,0,0,460.0,Unfurnished,Not Luxurious,28.4640° N, 76.9614° E
93.0,2.0,3.0,3.0,3.0,Relatively New,sector 103,1,0,0,0,1742.4,Fully Furnished,Luxurious,28.4949° N, 76.9845° E
120.0,3.0,3.0,2.0,2.0,New Property,sector 89,0,0,0,0,1707.6,Unfurnished,Semi Luxurious,28.4253° N, 76.9439° E
30.0,2.0,2.0,2.0,4.0,Relatively New,sohna,0,0,0,0,768.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
56.0,2.0,2.0,3.0,3.0,New Property,sohna,0,0,0,0,986.4,Unfurnished,Luxurious,28.2470° N, 77.0650° E
270.0,3.0,4.0,3.0,6.0,Moderately Old,sector 49,0,0,0,0,1727.2,Unfurnished,Not Luxurious,28.4121° N, 77.0480° E
100.0,3.0,4.0,3.0,8.0,New Property,sector 90,1,0,0,0,1560.0,Unfurnished,Luxurious,28.4085° N, 76.9369° E
145.0,3.0,2.0,2.0,2.0,Old Property,sector 30,0,0,0,0,1300.0,Semi Furnished,Semi Luxurious,28.4604° N, 77.0579° E
125.0,3.0,3.0,0.0,4.0,Relatively New,sector 89,0,0,0,0,1423.0,Unfurnished,Not Luxurious,28.4253° N, 76.9439° E
450.0,5.0,5.0,3.0,11.0,New Property,sector 66,1,0,0,0,2936.0,Fully Furnished,Semi Luxurious,28.3925° N, 77.0541° E
64.0,2.0,2.0,1.0,1.0,New Property,sector 15,0,0,0,0,800.0,Unfurnished,Not Luxurious,28.4621° N, 77.0464° E
28.0,2.0,2.0,1.0,11.0,Relatively New,sohna,0,0,0,0,743.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
387.0,3.0,4.0,3.0,21.0,Under Construction,sector 61,1,0,0,0,1800.0,Unfurnished,Semi Luxurious,28.4050° N, 77.0963° E
138.0,3.0,3.0,1.0,4.0,Moderately Old,sector 109,0,0,0,0,2612.4,Unfurnished,Semi Luxurious,28.5073° N, 77.0089° E
43.0,2.0,2.0,1.0,2.0,Relatively New,sector 3,0,0,0,0,780.0,Unfurnished,Semi Luxurious,28.4909° N, 77.0176° E
28.5,2.0,1.0,1.0,2.0,Relatively New,sector 110,0,0,0,0,1080.0,Fully Furnished,Semi Luxurious,28.5145° N, 77.0197° E
110.0,2.0,2.0,2.0,4.0,Relatively New,sector 37,0,0,0,0,1341.6,Unfurnished,Not Luxurious,28.4375° N, 76.9999° E
200.0,2.0,2.0,2.0,32.0,Relatively New,sector 65,0,0,0,0,1433.0,Unfurnished,Not Luxurious,28.4030° N, 77.0690° E
90.0,3.0,2.0,2.0,2.0,Under Construction,sohna,0,0,0,0,896.0,Unfurnished,Luxurious,28.2470° N, 77.0650° E
90.0,3.0,2.0,0.0,2.0,Under Construction,sohna,0,0,0,0,1120.0,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
175.0,3.0,3.0,0.0,2.0,Relatively New,sohna,0,0,0,0,1996.0,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
93.0,2.0,2.0,2.0,11.0,Relatively New,sector 68,0,0,0,0,1296.0,Unfurnished,Not Luxurious,28.3853° N, 77.0484° E
180.0,4.0,4.0,3.0,23.0,Moderately Old,sector 90,0,0,0,0,2181.6,Unfurnished,Not Luxurious,28.4085° N, 76.9369° E
210.0,3.0,3.0,2.0,6.0,Under Construction,sohna,0,0,0,0,1431.2,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
200.0,2.0,2.0,2.0,9.0,Relatively New,sector 22,0,0,0,0,1656.0,Unfurnished,Semi Luxurious,28.5072° N, 77.0640° E
200.0,3.0,3.0,2.0,1.0,Under Construction,sector 63,0,0,0,0,1540.0,Unfurnished,Semi Luxurious,28.3971° N, 77.0867° E
129.0,3.0,3.0,3.0,5.0,New Property,sector 88,0,1,0,0,1303.2,Unfurnished,Not Luxurious,28.4220° N, 76.9571° E
285.0,3.0,3.0,3.0,43.0,Under Construction,sector 65,0,0,0,0,1462.4,Unfurnished,Luxurious,28.4030° N, 77.0690° E
110.0,3.0,3.0,3.0,1.0,Relatively New,sector 79,0,0,0,0,2340.0,Fully Furnished,Semi Luxurious,28.3624° N, 76.9787° E
165.0,2.0,2.0,2.0,1.0,Under Construction,sector 61,0,1,0,0,1440.0,Unfurnished,Not Luxurious,28.4050° N, 77.0963° E
24.0,1.0,1.0,2.0,1.0,New Property,sohna,0,0,0,0,388.8,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
210.0,3.0,4.0,3.0,11.0,New Property,sector 77,1,0,0,0,1600.0,Fully Furnished,Semi Luxurious,28.3801° N, 76.9845° E
190.0,3.0,3.0,3.0,14.0,New Property,sohna,1,0,0,0,2314.8,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
31.5,2.0,2.0,1.0,8.0,Relatively New,sector 95,0,0,0,0,560.0,Semi Furnished,Not Luxurious,28.4172° N, 76.9081° E
170.0,1.0,1.0,2.0,9.0,Relatively New,sector 109,0,0,0,0,965.0,Unfurnished,Not Luxurious,28.5073° N, 77.0089° E
32.0,2.0,2.0,2.0,2.0,New Property,sector 99,0,0,0,0,419.2000000000001,Unfurnished,Semi Luxurious,28.4640° N, 76.9614° E
45.0,2.0,2.0,1.0,4.0,Under Construction,sector 86,0,0,0,0,697.692,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
120.0,1.0,2.0,2.0,32.0,Under Construction,sector 78,0,0,0,0,958.24,Unfurnished,Not Luxurious,28.3733° N, 76.9729° E
210.0,2.0,2.0,2.0,43.0,New Property,sector 65,0,0,0,0,1048.0,Unfurnished,Luxurious,28.4030° N, 77.0690° E
42.0,2.0,2.0,1.0,3.0,Relatively New,sector 3,0,0,0,0,900.0,Fully Furnished,Semi Luxurious,28.4909° N, 77.0176° E
155.0,3.0,2.0,3.0,8.0,New Property,sohna,0,0,0,0,1868.4,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
275.0,4.0,4.0,3.0,20.0,Under Construction,sector 113,1,1,1,0,3116.4,Semi Furnished,Semi Luxurious,28.5287° N, 77.0233° E
125.0,3.0,3.0,3.0,2.0,New Property,sector 103,0,0,1,0,1552.0,Unfurnished,Luxurious,28.4949° N, 76.9845° E
42.0,3.0,2.0,2.0,0.0,Relatively New,sector 63,0,0,0,0,680.4,Unfurnished,Not Luxurious,28.3971° N, 77.0867° E
40.0,2.0,2.0,1.0,4.0,New Property,sohna,0,0,0,0,498.4,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
34.0,2.0,2.0,1.0,0.0,New Property,sohna,0,0,0,0,754.8,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
125.0,3.0,3.0,3.0,3.0,New Property,sector 89,0,1,0,0,1138.4,Unfurnished,Not Luxurious,28.4253° N, 76.9439° E
150.0,3.0,3.0,3.0,4.0,Relatively New,sector 77,0,0,0,0,1160.0,Fully Furnished,Semi Luxurious,28.3801° N, 76.9845° E
160.0,3.0,3.0,3.0,6.0,Under Construction,sector 99,0,0,0,0,1600.0,Unfurnished,Not Luxurious,28.4640° N, 76.9614° E
150.0,2.0,2.0,2.0,13.0,New Property,sector 113,0,0,0,0,1531.2,Unfurnished,Not Luxurious,28.5287° N, 77.0233° E
150.0,2.0,2.0,2.0,13.0,New Property,sector 113,0,0,0,0,1020.8,Unfurnished,Semi Luxurious,28.5287° N, 77.0233° E
90.0,2.0,2.0,0.0,16.0,Relatively New,sector 104,0,0,0,0,1259.0,Unfurnished,Not Luxurious,28.4788° N, 76.9960° E
150.0,4.0,4.0,3.0,3.0,Old Property,sector 52,0,0,0,0,1312.0,Fully Furnished,Semi Luxurious,28.4379° N, 77.0785° E
80.0,1.0,1.0,0.0,0.0,Relatively New,sector 67,0,0,0,0,610.0,Unfurnished,Not Luxurious,28.3859° N, 77.0608° E
125.0,3.0,2.0,1.0,11.0,New Property,sector 86,0,0,0,0,1352.0,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
26.0,2.0,2.0,1.0,2.0,Relatively New,sohna,0,0,0,0,578.088,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
42.0,2.0,2.0,1.0,12.0,New Property,sohna,0,0,0,0,637.2,Fully Furnished,Semi Luxurious,28.2470° N, 77.0650° E
90.0,3.0,3.0,2.0,1.0,Moderately Old,sector 78,1,0,1,0,1900.0,Unfurnished,Not Luxurious,28.3733° N, 76.9729° E
42.0,2.0,2.0,1.0,4.0,Relatively New,sector 92,0,1,1,0,709.2,Fully Furnished,Semi Luxurious,28.4079° N, 76.9153° E
50.0,2.0,2.0,1.0,11.0,Relatively New,sector 107,0,0,0,0,436.8,Unfurnished,Not Luxurious,28.5052° N, 76.9729° E
90.0,2.0,2.0,3.0,5.0,Relatively New,sector 79,0,1,0,0,1450.0,Unfurnished,Semi Luxurious,28.3624° N, 76.9787° E
130.0,3.0,3.0,3.0,1.0,New Property,sector 89,1,0,0,0,2292.0,Unfurnished,Semi Luxurious,28.4253° N, 76.9439° E
170.0,3.0,3.0,3.0,12.0,Under Construction,sohna,0,0,0,0,1431.2,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
125.0,4.0,3.0,0.0,16.0,Under Construction,sector 92,0,0,0,0,2040.0,Unfurnished,Semi Luxurious,28.4079° N, 76.9153° E
291.0,4.0,4.0,3.0,6.0,Under Construction,sector 82,1,1,0,1,3480.0,Fully Furnished,Luxurious,28.3935° N, 76.9600° E
115.0,3.0,4.0,2.0,2.0,Old Property,sector 12,1,1,0,0,2000.0,Fully Furnished,Semi Luxurious,28.4723° N, 77.0320° E
120.0,3.0,3.0,3.0,3.0,Under Construction,sector 89,0,0,1,1,1149.6,Unfurnished,Luxurious,28.4253° N, 76.9439° E
150.0,2.0,2.0,3.0,11.0,New Property,sohna,0,0,0,0,1470.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
130.0,3.0,3.0,3.0,10.0,Relatively New,sohna,0,0,0,0,1400.8000000000002,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
175.0,3.0,3.0,3.0,2.0,Under Construction,sector 104,0,0,0,0,1351.2,Unfurnished,Not Luxurious,28.4788° N, 76.9960° E
55.0,2.0,2.0,1.0,4.0,Relatively New,sector 5,0,1,0,0,840.0,Fully Furnished,Semi Luxurious,28.4794° N, 77.0176° E
250.0,3.0,3.0,3.0,19.0,Under Construction,sector 65,0,0,0,0,1462.4,Unfurnished,Not Luxurious,28.4030° N, 77.0690° E
43.0,2.0,2.0,1.0,1.0,Moderately Old,sector 12,0,0,0,0,648.0,Unfurnished,Semi Luxurious,28.4723° N, 77.0320° E
80.0,3.0,2.0,3.0,8.0,Relatively New,sector 2,0,0,0,0,1440.0,Unfurnished,Not Luxurious,28.5095° N, 77.0320° E
45.0,3.0,3.0,2.0,18.0,Under Construction,near sector 92,0,0,0,0,800.0,Unfurnished,Not Luxurious,28.4200° N, 76.9220° E
70.0,2.0,2.0,1.0,10.0,Moderately Old,sector 108,0,0,0,0,1468.0,Unfurnished,Not Luxurious,28.5134° N, 76.9830° E
195.0,4.0,3.0,3.0,7.0,Under Construction,sector 37,0,0,0,0,1650.0,Unfurnished,Not Luxurious,28.4375° N, 76.9999° E
45.0,2.0,2.0,1.0,2.0,New Property,sector 90,0,0,0,0,751.2,Unfurnished,Semi Luxurious,28.4085° N, 76.9369° E
170.0,3.0,2.0,3.0,10.0,Relatively New,sector 79,0,0,0,0,1570.0,Unfurnished,Not Luxurious,28.3624° N, 76.9787° E
110.0,3.0,2.0,3.0,5.0,Old Property,sector 9,0,0,0,0,2160.0,Unfurnished,Not Luxurious,28.4603° N, 77.0000° E
50.0,2.0,2.0,1.0,10.0,Relatively New,sector 86,0,0,0,0,624.0,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
280.0,3.0,3.0,3.0,20.0,Under Construction,sector 65,0,0,0,0,1462.4,Unfurnished,Luxurious,28.4030° N, 77.0690° E
220.00000000000003,3.0,3.0,2.0,3.0,Under Construction,sector 61,0,0,0,0,1956.0,Unfurnished,Not Luxurious,28.4050° N, 77.0963° E
90.0,2.0,2.0,2.0,13.0,Relatively New,sohna,0,0,0,0,1020.0,Fully Furnished,Luxurious,28.2470° N, 77.0650° E
40.0,2.0,2.0,2.0,3.0,New Property,sector 95,0,0,0,0,616.8,Fully Furnished,Semi Luxurious,28.4172° N, 76.9081° E
135.0,3.0,3.0,3.0,7.0,New Property,sector 77,0,0,0,1,1388.0,Fully Furnished,Semi Luxurious,28.3801° N, 76.9845° E
185.0,4.0,4.0,0.0,4.0,Relatively New,sector 67,0,0,0,0,2760.0,Unfurnished,Not Luxurious,28.3859° N, 77.0608° E
25.0,1.0,1.0,1.0,4.0,New Property,sector 95,0,0,0,0,304.0,Unfurnished,Not Luxurious,28.4172° N, 76.9081° E
88.0,2.0,2.0,3.0,2.0,New Property,sector 89,0,1,0,0,1326.0,Unfurnished,Semi Luxurious,28.4253° N, 76.9439° E
115.0,2.0,2.0,2.0,2.0,New Property,sector 99,0,0,0,0,1092.0,Fully Furnished,Luxurious,28.4640° N, 76.9614° E
160.0,3.0,3.0,3.0,4.0,Moderately Old,near sector 29,0,0,0,0,1050.4,Unfurnished,Semi Luxurious,28.4630° N, 77.0755° E
85.0,2.0,2.0,2.0,3.0,New Property,sector 99,0,0,0,0,1001.6,Unfurnished,Not Luxurious,28.4640° N, 76.9614° E
75.0,2.0,2.0,2.0,1.0,Relatively New,sector 82,0,0,0,0,1000.0,Unfurnished,Not Luxurious,28.3935° N, 76.9600° E
335.0,4.0,4.0,3.0,2.0,New Property,sector 23,0,1,0,0,5400.0,Unfurnished,Semi Luxurious,28.5121° N, 77.0478° E
150.0,3.0,3.0,3.0,11.0,New Property,sector 88,0,0,0,0,1480.0,Unfurnished,Not Luxurious,28.4220° N, 76.9571° E
165.0,4.0,4.0,3.0,11.0,Moderately Old,sector 91,1,0,0,0,1891.2,Unfurnished,Semi Luxurious,28.4014° N, 76.9225° E
200.0,4.0,4.0,3.0,16.0,Moderately Old,sector 91,1,1,1,0,2181.6,Unfurnished,Semi Luxurious,28.4014° N, 76.9225° E
175.0,4.0,4.0,3.0,8.0,New Property,sector 1,1,0,0,0,3360.0,Unfurnished,Semi Luxurious,28.3663° N, 76.9456° E
90.0,2.0,2.0,2.0,1.0,New Property,sector 68,0,0,0,0,1416.0,Unfurnished,Semi Luxurious,28.3853° N, 77.0484° E
125.0,3.0,3.0,3.0,18.0,Under Construction,sector 70,0,0,0,0,1492.0,Unfurnished,Not Luxurious,28.3968° N, 77.0233° E
100.0,3.0,3.0,3.0,8.0,Relatively New,sector 37c,0,0,0,0,1844.4,Fully Furnished,Semi Luxurious,28.4515° N, 76.9882° E
215.0,3.0,5.0,3.0,2.0,New Property,sector 85,0,0,0,0,1926.4,Unfurnished,Not Luxurious,28.4042° N, 76.9513° E
100.0,1.0,1.0,1.0,17.0,Relatively New,sector 67,0,0,0,0,826.0,Unfurnished,Semi Luxurious,28.3859° N, 77.0608° E
165.0,2.0,2.0,3.0,23.0,New Property,sector 70,0,0,0,0,1009.6,Unfurnished,Luxurious,28.3968° N, 77.0233° E
179.0,4.0,3.0,3.0,10.0,Moderately Old,sector 90,0,0,0,0,2658.0,Unfurnished,Not Luxurious,28.4085° N, 76.9369° E
180.0,3.0,3.0,3.0,30.0,Under Construction,sector 85,0,0,0,0,152.76,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
145.0,3.0,3.0,3.0,4.0,Under Construction,sector 55,0,0,0,0,1430.0,Unfurnished,Semi Luxurious,28.4281° N, 77.1100° E
22.0,1.0,1.0,1.0,2.0,Relatively New,sector 4,0,0,0,0,468.0,Unfurnished,Not Luxurious,28.4738° N, 77.0107° E
36.0,2.0,2.0,1.0,0.0,Relatively New,sector 7,0,0,0,0,700.0,Unfurnished,Not Luxurious,28.4644° N, 77.0143° E
25.0,2.0,2.0,1.0,0.0,Relatively New,sohna,0,0,0,0,587.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
115.0,3.0,3.0,3.0,1.0,Under Construction,sector 79,0,1,0,0,1200.0,Unfurnished,Not Luxurious,28.3624° N, 76.9787° E
165.0,3.0,3.0,0.0,1.0,Relatively New,sohna,0,0,0,0,1135.2,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
290.0,4.0,4.0,3.0,11.0,Under Construction,sector 113,1,1,0,0,2757.6,Unfurnished,Semi Luxurious,28.5287° N, 77.0233° E
60.0,2.0,2.0,3.0,11.0,Under Construction,sector 92,0,0,0,0,1056.0,Unfurnished,Semi Luxurious,28.4079° N, 76.9153° E
240.0,3.0,3.0,0.0,0.0,Moderately Old,sector 50,0,0,0,0,2880.0,Fully Furnished,Not Luxurious,28.4178° N, 77.0628° E
125.0,2.0,2.0,3.0,19.0,Relatively New,sector 70,0,0,0,0,1514.4,Unfurnished,Not Luxurious,28.3968° N, 77.0233° E
215.0,2.0,2.0,3.0,28.0,Relatively New,sector 65,0,0,0,0,1433.0,Unfurnished,Not Luxurious,28.4030° N, 77.0690° E
29.5,2.0,2.0,1.0,4.0,Relatively New,sohna,0,0,0,0,743.0,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
38.0,2.0,2.0,2.0,9.0,Relatively New,sohna,0,0,0,0,750.0,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
39.0,2.0,2.0,1.0,0.0,Relatively New,sector 4,0,0,0,0,950.0,Unfurnished,Not Luxurious,28.4738° N, 77.0107° E
160.0,3.0,4.0,0.0,15.0,Relatively New,sector 99,0,0,0,0,2400.0,Unfurnished,Not Luxurious,28.4640° N, 76.9614° E
170.0,4.0,4.0,3.0,2.0,New Property,sector 68,0,0,0,0,1599.2,Unfurnished,Not Luxurious,28.3853° N, 77.0484° E
325.0,3.0,3.0,3.0,0.0,Old Property,sector 54,0,0,1,0,2762.4,Fully Furnished,Luxurious,28.4348° N, 77.1089° E
60.0,2.0,2.0,3.0,9.0,New Property,sector 111,0,0,0,0,852.0,Unfurnished,Semi Luxurious,28.5238° N, 77.0320° E
27.0,2.0,2.0,0.0,1.0,Relatively New,sector 95,0,0,0,0,800.0,Unfurnished,Not Luxurious,28.4172° N, 76.9081° E
95.0,2.0,1.0,1.0,1.0,Old Property,sector 28,0,0,0,0,1282.8,Unfurnished,Semi Luxurious,28.4728° N, 77.0865° E
265.0,2.0,2.0,3.0,4.0,New Property,sector 65,0,1,0,0,1146.4,Fully Furnished,Semi Luxurious,28.4030° N, 77.0690° E
36.0,2.0,2.0,1.0,4.0,New Property,sector 79,0,0,0,0,546.0,Unfurnished,Semi Luxurious,28.3624° N, 76.9787° E
55.0,2.0,2.0,3.0,3.0,New Property,sector 37,0,0,0,0,480.0,Unfurnished,Not Luxurious,28.4375° N, 76.9999° E
132.0,3.0,3.0,3.0,1.0,Under Construction,sector 89,0,0,0,0,936.0,Unfurnished,Not Luxurious,28.4253° N, 76.9439° E
59.0,2.0,2.0,3.0,1.0,Under Construction,sector 99,0,0,0,0,1001.7040000000002,Unfurnished,Luxurious,28.4640° N, 76.9614° E
45.0,2.0,2.0,1.0,0.0,Relatively New,sector 3,0,0,0,0,1020.0,Unfurnished,Semi Luxurious,28.4909° N, 77.0176° E
90.0,3.0,3.0,2.0,13.0,Relatively New,sector 37,0,0,0,0,1185.0,Fully Furnished,Semi Luxurious,28.4375° N, 76.9999° E
140.0,2.0,2.0,2.0,4.0,Relatively New,sector 79,1,1,0,1,1680.0,Semi Furnished,Semi Luxurious,28.3624° N, 76.9787° E
95.0,2.0,2.0,3.0,6.0,New Property,sohna,0,1,0,0,1161.6,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
300.0,3.0,3.0,3.0,20.0,Under Construction,sector 65,0,0,0,0,1462.4,Unfurnished,Semi Luxurious,28.4030° N, 77.0690° E
367.0,3.0,3.0,2.0,27.0,Under Construction,sector 65,1,0,0,0,1632.0,Unfurnished,Semi Luxurious,28.4030° N, 77.0690° E
385.0,5.0,6.0,3.0,6.0,New Property,sector 82,1,0,1,0,6168.0,Fully Furnished,Luxurious,28.3935° N, 76.9600° E
329.0,3.0,3.0,3.0,33.0,New Property,sector 65,0,0,0,0,1462.4,Unfurnished,Semi Luxurious,28.4030° N, 77.0690° E
233.0,2.0,2.0,3.0,35.0,Under Construction,sector 65,0,0,0,0,1008.8,Fully Furnished,Semi Luxurious,28.4030° N, 77.0690° E
279.0,3.0,3.0,3.0,26.0,New Property,sector 65,0,0,0,0,1462.4,Unfurnished,Not Luxurious,28.4030° N, 77.0690° E
340.0,4.0,4.0,3.0,0.0,Relatively New,sector 41,0,0,0,0,2900.0,Unfurnished,Not Luxurious,28.4557° N, 77.0632° E
72.0,2.0,2.0,1.0,2.0,Relatively New,sector 12,0,0,0,0,1188.0,Fully Furnished,Not Luxurious,28.4723° N, 77.0320° E
40.0,2.0,2.0,1.0,4.0,Relatively New,sector 104,0,0,0,0,454.768,Unfurnished,Semi Luxurious,28.4788° N, 76.9960° E
56.0,2.0,2.0,2.0,10.0,Relatively New,sector 95,0,0,0,0,1091.2,Fully Furnished,Semi Luxurious,28.4172° N, 76.9081° E
110.0,3.0,3.0,3.0,11.0,Relatively New,sector 71,0,0,0,0,1296.0,Unfurnished,Semi Luxurious,28.4104° N, 77.0281° E
71.0,2.0,2.0,3.0,10.0,New Property,sector 37,0,0,0,0,1100.0,Unfurnished,Semi Luxurious,28.4375° N, 76.9999° E
78.0,2.0,2.0,3.0,0.0,New Property,sector 79,0,0,0,0,1036.0,Unfurnished,Semi Luxurious,28.3624° N, 76.9787° E
40.0,2.0,2.0,3.0,3.0,Under Construction,sector 37c,0,0,0,0,816.0,Unfurnished,Semi Luxurious,28.4515° N, 76.9882° E
185.0,3.0,2.0,2.0,7.0,New Property,sector 113,0,0,0,0,1263.2,Unfurnished,Semi Luxurious,28.5287° N, 77.0233° E
110.0,2.0,2.0,1.0,8.0,Under Construction,sector 102,0,0,0,0,722.4000000000001,Unfurnished,Luxurious,28.4750° N, 76.9715° E
141.0,2.0,2.0,2.0,2.0,Under Construction,sector 61,0,1,0,0,1150.0,Unfurnished,Luxurious,28.4050° N, 77.0963° E
145.0,3.0,3.0,3.0,3.0,Relatively New,sector 79,0,0,0,0,2334.0,Fully Furnished,Not Luxurious,28.3624° N, 76.9787° E
220.00000000000003,3.0,3.0,2.0,1.0,Under Construction,sector 61,0,0,0,0,1920.0,Unfurnished,Semi Luxurious,28.4050° N, 77.0963° E
110.0,2.0,2.0,3.0,9.0,Moderately Old,sector 33,0,0,0,0,1100.0,Fully Furnished,Semi Luxurious,28.4420° N, 77.0207° E
205.0,3.0,4.0,3.0,14.0,Relatively New,sector 102,1,0,0,0,2430.0,Unfurnished,Semi Luxurious,28.4750° N, 76.9715° E
60.0,3.0,2.0,3.0,4.0,Moderately Old,sector 92,0,0,0,0,1440.0,Fully Furnished,Semi Luxurious,28.4079° N, 76.9153° E
80.0,2.0,3.0,3.0,8.0,Under Construction,sector 89,0,1,0,0,1328.0,Unfurnished,Semi Luxurious,28.4253° N, 76.9439° E
41.0,2.0,2.0,2.0,10.0,New Property,sector 84,0,0,0,0,565.0,Fully Furnished,Semi Luxurious,28.3979° N, 76.9736° E
90.0,3.0,3.0,3.0,3.0,Under Construction,sector 73,1,0,0,0,1622.0,Unfurnished,Semi Luxurious,28.4072° N, 77.0118° E
54.0,2.0,2.0,1.0,3.0,Relatively New,sector 7,0,0,0,0,1080.0,Unfurnished,Semi Luxurious,28.4644° N, 77.0143° E
82.0,3.0,2.0,2.0,2.0,New Property,sohna,0,0,0,0,864.8000000000001,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
100.0,3.0,3.0,3.0,3.0,Relatively New,sector 71,0,0,0,0,1188.0,Unfurnished,Semi Luxurious,28.4104° N, 77.0281° E
185.0,3.0,4.0,3.0,7.0,Old Property,sector 56,1,0,0,0,2460.0,Fully Furnished,Semi Luxurious,28.4245° N, 77.0991° E
