price,bedRoom,bathroom,balcony,floorNum,agePossession,sector,Servant_Room,Study_Room,Pooja_Room,Store_Room,Built_Up_Area,furnishing_type,luxury_category,Latitude,Longitude
114.0,3.0,3.0,3.0,4.0,Relatively New,sohna,0,0,0,0,1400.8000000000002,Fully Furnished,Luxurious,28.2470° N, 77.0650° E
95.75,2.0,2.0,3.0,14.0,Relatively New,sohna,0,1,0,0,1165.6,Unfurnished,Luxurious,28.2470° N, 77.0650° E
305.0,3.0,4.0,3.0,3.0,Relatively New,sector 113,1,0,0,0,2150.0,Unfurnished,Luxurious,28.5287° N, 77.0233° E
235.0,3.0,4.0,3.0,3.0,Relatively New,sector 113,1,0,0,0,1930.0,Unfurnished,Luxurious,28.5287° N, 77.0233° E
105.0,2.0,2.0,3.0,2.0,Relatively New,sector 99,0,1,0,0,1390.0,Unfurnished,Semi Luxurious,28.4640° N, 76.9614° E
102.0,2.0,2.0,3.0,3.0,Relatively New,sector 99,0,1,0,0,1430.0,Unfurnished,Luxurious,28.4640° N, 76.9614° E
108.0,3.0,5.0,3.0,2.0,Relatively New,sector 99,1,0,0,0,1750.0,Fully Furnished,Semi Luxurious,28.4640° N, 76.9614° E
175.0,2.0,2.0,2.0,10.0,Relatively New,sector 113,0,1,0,0,1264.0,Unfurnished,Semi Luxurious,28.5287° N, 77.0233° E
245.00000000000003,3.0,3.0,3.0,8.0,Relatively New,sector 113,0,0,0,0,1780.0,Unfurnished,Luxurious,28.5287° N, 77.0233° E
168.0,3.0,3.0,3.0,8.0,Relatively New,sector 109,0,0,0,0,1396.0,Unfurnished,Luxurious,28.5073° N, 77.0089° E
126.0,2.0,2.0,2.0,10.0,Relatively New,sector 102,0,0,0,0,972.0,Unfurnished,Luxurious,28.4750° N, 76.9715° E
182.0,3.0,4.0,3.0,12.0,Relatively New,sector 102,1,0,0,0,1553.6,Unfurnished,Semi Luxurious,28.4750° N, 76.9715° E
258.0,3.0,4.0,2.0,9.0,Relatively New,sector 111,1,0,0,0,1760.0,Unfurnished,Semi Luxurious,28.5238° N, 77.0320° E
175.0,2.0,2.0,3.0,10.0,Relatively New,sector 113,0,1,0,0,1258.4,Unfurnished,Semi Luxurious,28.5287° N, 77.0233° E
260.0,3.0,3.0,2.0,8.0,Relatively New,sector 108,0,0,0,0,1368.8000000000002,Unfurnished,Luxurious,28.5134° N, 76.9830° E
290.0,3.0,4.0,2.0,11.0,Relatively New,sector 108,0,0,0,0,1602.4,Unfurnished,Luxurious,28.5134° N, 76.9830° E
140.0,3.0,4.0,3.0,6.0,Relatively New,sector 107,1,0,0,0,1888.8,Unfurnished,Luxurious,28.5052° N, 76.9729° E
295.0,4.0,5.0,3.0,10.0,Relatively New,sector 109,1,0,0,0,2520.0,Unfurnished,Semi Luxurious,28.5073° N, 77.0089° E
225.0,3.0,4.0,3.0,14.0,Relatively New,sector 109,1,0,0,0,2068.0,Unfurnished,Semi Luxurious,28.5073° N, 77.0089° E
140.0,3.0,3.0,3.0,9.0,Relatively New,sector 109,0,0,0,0,1400.0,Unfurnished,Semi Luxurious,28.5073° N, 77.0089° E
126.0,3.0,2.0,3.0,8.0,Relatively New,sector 109,0,0,0,0,1504.0,Unfurnished,Semi Luxurious,28.5073° N, 77.0089° E
170.0,4.0,4.0,1.0,12.0,Relatively New,sector 69,0,0,0,0,1576.0,Unfurnished,Semi Luxurious,28.3966° N, 77.0341° E
143.0,3.0,3.0,2.0,1.0,Relatively New,sector 69,0,0,1,0,1262.4,Unfurnished,Luxurious,28.3966° N, 77.0341° E
130.0,3.0,3.0,1.0,12.0,Relatively New,sector 69,0,0,1,0,1254.4,Unfurnished,Luxurious,28.3966° N, 77.0341° E
132.0,3.0,3.0,1.0,12.0,Relatively New,sector 69,0,0,1,0,1254.4,Unfurnished,Luxurious,28.3966° N, 77.0341° E
200.0,4.0,4.0,2.0,0.0,Relatively New,sector 69,0,0,0,0,1608.0,Unfurnished,Luxurious,28.3966° N, 77.0341° E
143.0,3.0,3.0,2.0,1.0,Relatively New,sector 69,0,0,1,0,1286.4,Unfurnished,Luxurious,28.3966° N, 77.0341° E
346.0,4.0,4.0,3.0,10.0,New Property,sector 81,1,0,0,0,2297.6,Semi Furnished,Luxurious,28.3867° N, 76.9485° E
225.0,3.0,3.0,3.0,6.0,New Property,sector 81,1,0,0,0,1705.6,Semi Furnished,Luxurious,28.3867° N, 76.9485° E
170.0,3.0,3.0,3.0,21.0,Moderately Old,sector 109,0,0,0,0,1550.0,Unfurnished,Semi Luxurious,28.5073° N, 77.0089° E
180.0,3.0,3.0,3.0,10.0,Relatively New,sector 109,0,0,0,0,2036.0,Unfurnished,Luxurious,28.5073° N, 77.0089° E
135.0,3.0,2.0,3.0,12.0,Relatively New,sector 109,0,0,0,0,1504.0,Fully Furnished,Luxurious,28.5073° N, 77.0089° E
540.0,3.0,4.0,3.0,19.0,Moderately Old,sector 65,1,1,0,0,2383.2000000000003,Fully Furnished,Luxurious,28.4030° N, 77.0690° E
155.0,3.0,3.0,3.0,3.0,Moderately Old,sector 54,0,0,1,0,2000.0,Fully Furnished,Semi Luxurious,28.4348° N, 77.1089° E
160.0,2.0,2.0,2.0,26.0,Relatively New,sector 74,0,0,0,0,1345.6,Fully Furnished,Luxurious,28.4158° N, 77.0118° E
209.0,4.0,4.0,3.0,7.0,Relatively New,sector 56,0,0,0,0,2300.0,Fully Furnished,Semi Luxurious,28.4245° N, 77.0991° E
175.0,3.0,3.0,3.0,6.0,Moderately Old,sector 54,1,0,0,0,2100.0,Fully Furnished,Semi Luxurious,28.4348° N, 77.1089° E
138.0,3.0,3.0,3.0,5.0,Relatively New,sector 83,1,0,0,0,1350.0,Fully Furnished,Not Luxurious,28.3986° N, 76.9647° E
225.0,3.0,3.0,3.0,3.0,Relatively New,sector 65,1,1,0,0,1600.0,Fully Furnished,Semi Luxurious,28.4030° N, 77.0690° E
240.0,3.0,4.0,3.0,19.0,Relatively New,sector 81,1,0,0,0,1682.4,Semi Furnished,Luxurious,28.3867° N, 76.9485° E
172.0,3.0,3.0,3.0,4.0,Relatively New,sector 83,1,0,0,0,1600.0,Fully Furnished,Luxurious,28.3986° N, 76.9647° E
88.0,3.0,4.0,3.0,8.0,Moderately Old,sector 78,1,0,1,0,1668.0,Fully Furnished,Luxurious,28.3733° N, 76.9729° E
315.0,5.0,7.0,3.0,15.0,Relatively New,sector 83,1,0,0,0,3200.0,Fully Furnished,Luxurious,28.3986° N, 76.9647° E
172.0,3.0,3.0,3.0,9.0,Relatively New,sector 37,0,1,0,0,1448.8000000000002,Fully Furnished,Semi Luxurious,28.4375° N, 76.9999° E
147.0,2.0,2.0,3.0,26.0,New Property,sector 74,0,0,0,0,1132.0,Fully Furnished,Not Luxurious,28.4158° N, 77.0118° E
110.0,3.0,4.0,3.0,3.0,Moderately Old,sector 71,1,0,0,0,1441.6,Unfurnished,Semi Luxurious,28.4104° N, 77.0281° E
132.0,4.0,4.0,3.0,14.0,Moderately Old,sector 71,1,0,0,0,1754.4,Unfurnished,Not Luxurious,28.4104° N, 77.0281° E
130.0,4.0,4.0,3.0,5.0,Moderately Old,sector 71,1,0,0,0,1880.0,Unfurnished,Luxurious,28.4104° N, 77.0281° E
135.0,4.0,4.0,3.0,8.0,Moderately Old,sector 71,1,0,0,0,1880.0,Unfurnished,Semi Luxurious,28.4104° N, 77.0281° E
300.0,4.0,4.0,3.0,3.0,Relatively New,sector 66,1,1,1,0,2700.0,Fully Furnished,Luxurious,28.3925° N, 77.0541° E
160.0,3.0,3.0,3.0,9.0,Relatively New,sector 86,0,0,0,0,1548.0,Fully Furnished,Luxurious,28.3986° N, 76.9384° E
300.0,4.0,4.0,3.0,5.0,Moderately Old,sector 49,1,0,1,0,2200.0,Fully Furnished,Luxurious,28.4121° N, 77.0480° E
90.0,3.0,3.0,3.0,8.0,Moderately Old,sector 1,1,0,0,0,1900.0,Unfurnished,Semi Luxurious,28.3663° N, 76.9456° E
175.0,3.0,4.0,3.0,5.0,Moderately Old,sector 54,1,0,0,0,1900.0,Fully Furnished,Semi Luxurious,28.4348° N, 77.1089° E
200.0,3.0,3.0,3.0,9.0,Relatively New,sector 102,0,0,0,0,1481.6,Unfurnished,Semi Luxurious,28.4750° N, 76.9715° E
180.0,3.0,3.0,3.0,5.0,Relatively New,sector 102,0,0,0,0,1353.6,Unfurnished,Semi Luxurious,28.4750° N, 76.9715° E
160.0,3.0,3.0,3.0,10.0,Relatively New,sector 109,0,0,0,0,1550.0,Unfurnished,Semi Luxurious,28.5073° N, 77.0089° E
140.0,3.0,3.0,3.0,10.0,Relatively New,sector 110,0,0,0,0,1550.0,Fully Furnished,Luxurious,28.5145° N, 77.0197° E
180.0,3.0,3.0,3.0,7.0,Relatively New,sector 110,1,0,0,0,1850.0,Fully Furnished,Luxurious,28.5145° N, 77.0197° E
270.0,4.0,4.0,3.0,9.0,Moderately Old,sector 67,1,0,1,0,1880.0,Fully Furnished,Luxurious,28.3859° N, 77.0608° E
155.0,3.0,3.0,3.0,5.0,Relatively New,sector 86,0,0,0,0,1900.0,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
115.0,3.0,4.0,2.0,15.0,Relatively New,sector 82,1,0,1,0,1432.0,Fully Furnished,Luxurious,28.3935° N, 76.9600° E
149.0,3.0,3.0,3.0,10.0,Relatively New,sector 102,0,0,0,0,1320.0,Fully Furnished,Luxurious,28.4750° N, 76.9715° E
191.0,3.0,4.0,2.0,17.0,Relatively New,sector 102,1,1,0,0,1600.0,Fully Furnished,Luxurious,28.4750° N, 76.9715° E
105.0,3.0,3.0,3.0,8.0,Moderately Old,sector 83,0,0,1,0,1392.0,Fully Furnished,Luxurious,28.3986° N, 76.9647° E
214.0,4.0,6.0,3.0,7.0,Relatively New,sector 103,1,0,0,0,2300.0,Unfurnished,Luxurious,28.4949° N, 76.9845° E
102.0,2.0,2.0,3.0,11.0,Moderately Old,sector 23,0,0,0,0,1132.0,Fully Furnished,Semi Luxurious,28.5121° N, 77.0478° E
55.6,1.0,1.0,2.0,7.0,Moderately Old,sector 23,0,0,0,0,780.0,Unfurnished,Semi Luxurious,28.5121° N, 77.0478° E
250.0,2.0,3.0,2.0,4.0,Relatively New,sector 60,0,1,0,0,1240.0,Unfurnished,Luxurious,28.4003° N, 77.0975° E
200.0,3.0,3.0,3.0,24.0,Moderately Old,sector 61,0,0,0,0,1360.0,Fully Furnished,Semi Luxurious,28.4050° N, 77.0963° E
220.00000000000003,3.0,4.0,3.0,8.0,Moderately Old,sector 63,0,1,0,0,1373.6,Fully Furnished,Semi Luxurious,28.3971° N, 77.0867° E
165.0,3.0,4.0,3.0,3.0,Moderately Old,sector 108,0,1,0,0,1771.32,Fully Furnished,Semi Luxurious,28.5134° N, 76.9830° E
160.0,2.0,2.0,2.0,22.0,Moderately Old,sector 70,0,0,0,0,1252.0,Unfurnished,Luxurious,28.3968° N, 77.0233° E
85.0,2.0,2.0,2.0,0.0,Relatively New,sector 82,0,0,0,0,1040.0,Unfurnished,Semi Luxurious,28.3935° N, 76.9600° E
140.0,3.0,3.0,3.0,3.0,Relatively New,sector 102,1,0,0,0,1320.0,Unfurnished,Not Luxurious,28.4750° N, 76.9715° E
209.0,3.0,3.0,2.0,11.0,Old Property,sector 43,0,0,0,0,1144.0,Fully Furnished,Luxurious,28.4629° N, 77.0772° E
251.0,3.0,3.0,3.0,7.0,Old Property,sector 49,0,1,0,0,1648.8000000000002,Fully Furnished,Semi Luxurious,28.4121° N, 77.0480° E
169.0,3.0,3.0,3.0,5.0,Old Property,sector 54,1,0,0,0,1760.0,Fully Furnished,Semi Luxurious,28.4348° N, 77.1089° E
98.1,2.0,2.0,3.0,11.0,Moderately Old,sector 23,0,0,0,0,1132.0,Fully Furnished,Semi Luxurious,28.5121° N, 77.0478° E
200.0,4.0,4.0,3.0,10.0,Relatively New,sector 108,1,0,1,0,2500.0,Fully Furnished,Luxurious,28.5134° N, 76.9830° E
195.0,3.0,3.0,3.0,2.0,Old Property,sector 49,0,0,0,0,1444.0,Fully Furnished,Luxurious,28.4121° N, 77.0480° E
210.0,3.0,3.0,1.0,2.0,Old Property,sector 43,0,0,0,1,1089.6,Fully Furnished,Luxurious,28.4629° N, 77.0772° E
155.0,3.0,3.0,3.0,5.0,Old Property,sector 56,1,0,0,0,1600.0,Fully Furnished,Semi Luxurious,28.4245° N, 77.0991° E
198.0,3.0,4.0,3.0,9.0,Moderately Old,sector 49,1,0,0,0,1750.75,Fully Furnished,Luxurious,28.4121° N, 77.0480° E
205.0,4.0,4.0,3.0,8.0,Moderately Old,sector 56,0,0,0,0,2880.0,Fully Furnished,Semi Luxurious,28.4245° N, 77.0991° E
140.0,3.0,3.0,3.0,8.0,Relatively New,sector 52,0,0,0,0,2760.0,Fully Furnished,Semi Luxurious,28.4379° N, 77.0785° E
140.0,3.0,3.0,3.0,8.0,Relatively New,sector 109,0,0,0,1,1466.0,Unfurnished,Luxurious,28.5073° N, 77.0089° E
236.0,4.0,6.0,3.0,8.0,Relatively New,sector 103,1,0,0,0,2300.0,Fully Furnished,Luxurious,28.4949° N, 76.9845° E
165.0,3.0,3.0,3.0,19.0,Relatively New,sector 109,0,0,0,1,1650.0,Fully Furnished,Luxurious,28.5073° N, 77.0089° E
265.0,3.0,4.0,2.0,7.0,Relatively New,sector 111,1,0,0,0,1772.0,Fully Furnished,Luxurious,28.5238° N, 77.0320° E
263.0,4.0,4.0,3.0,21.0,Relatively New,sector 104,1,0,0,0,2520.0,Fully Furnished,Luxurious,28.4788° N, 76.9960° E
225.0,3.0,4.0,3.0,4.0,Relatively New,sector 104,1,0,0,0,1960.0,Fully Furnished,Luxurious,28.4788° N, 76.9960° E
255.0,4.0,4.0,3.0,21.0,Relatively New,sector 104,1,0,0,0,2520.0,Unfurnished,Luxurious,28.4788° N, 76.9960° E
115.0,2.0,2.0,3.0,8.0,Relatively New,sector 103,0,1,0,0,1250.0,Fully Furnished,Luxurious,28.4949° N, 76.9845° E
145.0,3.0,3.0,3.0,7.0,Old Property,sector 56,1,1,1,0,1900.0,Unfurnished,Luxurious,28.4245° N, 77.0991° E
260.0,4.0,4.0,3.0,16.0,Relatively New,sector 104,1,0,0,0,2520.0,Fully Furnished,Luxurious,28.4788° N, 76.9960° E
155.0,3.0,4.0,3.0,7.0,Relatively New,sector 102,1,0,0,0,1320.0,Fully Furnished,Luxurious,28.4750° N, 76.9715° E
120.0,2.0,2.0,3.0,6.0,Moderately Old,sector 70,0,0,0,0,1136.0,Unfurnished,Semi Luxurious,28.3968° N, 77.0233° E
155.0,3.0,3.0,3.0,6.0,Relatively New,sector 70,1,1,1,0,1560.0,Unfurnished,Semi Luxurious,28.3968° N, 77.0233° E
165.0,3.0,4.0,3.0,5.0,Relatively New,sector 70,1,0,0,0,1560.0,Fully Furnished,Semi Luxurious,28.3968° N, 77.0233° E
105.0,2.0,2.0,3.0,6.0,Relatively New,sector 85,0,0,0,0,1312.0,Fully Furnished,Semi Luxurious,28.4042° N, 76.9513° E
129.0,3.0,3.0,3.0,7.0,Relatively New,sector 90,0,1,0,0,1540.0,Unfurnished,Luxurious,28.4085° N, 76.9369° E
55.5,2.0,2.0,2.0,0.0,Relatively New,sector 67,0,0,0,0,840.0,Unfurnished,Semi Luxurious,28.3859° N, 77.0608° E
126.0,3.0,3.0,2.0,12.0,Relatively New,sector 90,0,0,0,0,1650.0,Unfurnished,Not Luxurious,28.4085° N, 76.9369° E
191.0,4.0,6.0,3.0,6.0,Relatively New,sector 85,1,0,0,0,3890.0,Unfurnished,Luxurious,28.4042° N, 76.9513° E
220.00000000000003,4.0,6.0,3.0,10.0,Relatively New,sector 85,1,0,0,0,3920.0,Unfurnished,Luxurious,28.4042° N, 76.9513° E
198.0,3.0,4.0,3.0,12.0,Relatively New,sector 85,0,0,0,1,2399.0,Unfurnished,Luxurious,28.4042° N, 76.9513° E
111.0,2.0,2.0,3.0,8.0,Relatively New,sector 85,0,0,0,1,1630.0,Unfurnished,Luxurious,28.4042° N, 76.9513° E
225.0,3.0,4.0,3.0,11.0,Relatively New,sector 81,1,0,0,0,2090.0,Semi Furnished,Luxurious,28.3867° N, 76.9485° E
105.0,3.0,3.0,3.0,6.0,Relatively New,sector 84,0,0,0,0,1610.0,Unfurnished,Luxurious,28.3979° N, 76.9736° E
260.0,4.0,4.0,3.0,2.0,Relatively New,sector 82,0,0,0,0,1818.4,Unfurnished,Semi Luxurious,28.3935° N, 76.9600° E
104.0,2.0,2.0,3.0,17.0,New Property,sector 85,0,0,0,0,1550.0,Unfurnished,Luxurious,28.4042° N, 76.9513° E
125.0,3.0,3.0,2.0,11.0,Relatively New,sector 90,0,0,0,0,1395.2,Unfurnished,Semi Luxurious,28.4085° N, 76.9369° E
340.0,3.0,3.0,2.0,14.0,Relatively New,sector 112,0,0,0,0,2225.56,Unfurnished,Luxurious,28.5189° N, 77.0183° E
125.0,3.0,3.0,3.0,28.0,Moderately Old,sector 90,1,0,0,0,1362.4,Unfurnished,Not Luxurious,28.4085° N, 76.9369° E
41.5,2.0,2.0,1.0,7.0,New Property,sector 86,1,1,1,0,601.2,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
75.0,2.0,2.0,2.0,19.0,Relatively New,sector 83,0,0,0,0,1150.0,Fully Furnished,Luxurious,28.3986° N, 76.9647° E
170.0,4.0,4.0,3.0,15.0,Moderately Old,sector 90,1,0,0,0,1772.0,Unfurnished,Not Luxurious,28.4085° N, 76.9369° E
87.0,2.0,2.0,2.0,9.0,Relatively New,sector 91,0,0,0,1,1048.0,Unfurnished,Semi Luxurious,28.4014° N, 76.9225° E
125.0,3.0,3.0,3.0,18.0,Moderately Old,sector 90,1,0,0,0,1361.6,Unfurnished,Luxurious,28.4085° N, 76.9369° E
235.0,3.0,4.0,3.0,18.0,Relatively New,sector 81,1,0,0,0,1673.6,Unfurnished,Semi Luxurious,28.3867° N, 76.9485° E
173.0,3.0,4.0,3.0,15.0,Relatively New,sector 104,1,0,0,0,1832.0,Unfurnished,Luxurious,28.4788° N, 76.9960° E
97.0,2.0,2.0,3.0,6.0,New Property,sector 106,0,0,1,0,1200.0,Fully Furnished,Luxurious,28.5007° N, 77.0003° E
135.0,4.0,4.0,3.0,18.0,Relatively New,sector 106,1,0,1,0,2100.0,Fully Furnished,Luxurious,28.5007° N, 77.0003° E
132.0,3.0,5.0,3.0,11.0,New Property,sector 99,1,0,0,0,1597.6,Fully Furnished,Luxurious,28.4640° N, 76.9614° E
71.5,2.0,2.0,3.0,10.0,Relatively New,sohna,0,0,0,0,1020.0,Unfurnished,Luxurious,28.2470° N, 77.0650° E
78.0,2.0,2.0,2.0,7.0,Relatively New,sohna,0,1,0,0,1165.6,Unfurnished,Luxurious,28.2470° N, 77.0650° E
550.0,3.0,4.0,3.0,3.0,Relatively New,sector 65,1,0,0,0,2803.0,Unfurnished,Semi Luxurious,28.4030° N, 77.0690° E
230.0,3.0,4.0,3.0,18.0,Relatively New,sector 81,1,0,0,0,1705.6,Fully Furnished,Luxurious,28.3867° N, 76.9485° E
43.0,2.0,2.0,2.0,6.0,Relatively New,sector 95,0,0,0,0,1300.0,Unfurnished,Luxurious,28.4172° N, 76.9081° E
98.5,2.0,2.0,3.0,7.0,Relatively New,sector 107,0,1,0,0,1227.2,Fully Furnished,Luxurious,28.5052° N, 76.9729° E
80.0,2.0,2.0,3.0,6.0,Relatively New,sector 107,0,0,1,0,1092.8,Fully Furnished,Luxurious,28.5052° N, 76.9729° E
265.0,4.0,4.0,3.0,10.0,Relatively New,sector 104,1,0,0,0,2520.0,Unfurnished,Luxurious,28.4788° N, 76.9960° E
235.0,3.0,3.0,2.0,1.0,Old Property,sector 43,0,0,0,1,1320.0,Unfurnished,Semi Luxurious,28.4629° N, 77.0772° E
129.0,3.0,3.0,3.0,1.0,Relatively New,sector 107,0,0,1,0,1554.4,Fully Furnished,Luxurious,28.5052° N, 76.9729° E
183.0,3.0,4.0,3.0,10.0,Relatively New,sector 104,1,0,0,0,2000.0,Fully Furnished,Luxurious,28.4788° N, 76.9960° E
139.0,3.0,4.0,3.0,6.0,Relatively New,sector 107,1,0,1,0,1888.8,Unfurnished,Luxurious,28.5052° N, 76.9729° E
112.0,3.0,3.0,2.0,4.0,Relatively New,sector 83,1,1,1,1,1200.0,Fully Furnished,Luxurious,28.3986° N, 76.9647° E
65.0,2.0,2.0,2.0,5.0,Relatively New,sector 108,0,0,1,0,1092.0,Fully Furnished,Luxurious,28.5134° N, 76.9830° E
150.0,3.0,4.0,3.0,3.0,Relatively New,sector 91,1,1,0,0,1856.0,Unfurnished,Luxurious,28.4014° N, 76.9225° E
190.0,4.0,4.0,3.0,9.0,Relatively New,sector 91,1,0,0,0,2179.2000000000003,Unfurnished,Luxurious,28.4014° N, 76.9225° E
235.0,3.0,3.0,3.0,8.0,Moderately Old,sector 50,0,0,0,1,2000.0,Fully Furnished,Luxurious,28.4178° N, 77.0628° E
60.0,1.0,1.0,1.0,5.0,Moderately Old,sector 2,0,0,0,0,588.0,Fully Furnished,Semi Luxurious,28.5095° N, 77.0320° E
200.0,3.0,3.0,1.0,12.0,Old Property,sector 28,0,0,0,0,1096.0,Fully Furnished,Semi Luxurious,28.4728° N, 77.0865° E
157.0,2.0,2.0,3.0,10.0,Relatively New,sector 74,0,0,0,0,1300.0,Unfurnished,Luxurious,28.4158° N, 77.0118° E
144.0,3.0,3.0,3.0,8.0,New Property,sector 37c,1,0,0,0,2388.0,Unfurnished,Semi Luxurious,28.4515° N, 76.9882° E
126.0,3.0,3.0,3.0,4.0,New Property,sector 37c,0,0,0,0,1400.0,Unfurnished,Semi Luxurious,28.4515° N, 76.9882° E
105.0,2.0,2.0,2.0,11.0,New Property,sector 68,0,0,0,0,1200.0,Fully Furnished,Luxurious,28.3853° N, 77.0484° E
644.0,4.0,4.0,3.0,7.0,Moderately Old,sector 53,1,0,0,0,2712.0,Fully Furnished,Semi Luxurious,28.4433° N, 77.0948° E
756.0,4.0,4.0,3.0,23.0,Relatively New,sector 62,1,0,1,0,4200.0,Fully Furnished,Luxurious,28.4139° N, 77.0886° E
380.0,3.0,3.0,3.0,1.0,Moderately Old,sector 43,1,0,1,0,2450.0,Fully Furnished,Semi Luxurious,28.4629° N, 77.0772° E
675.0,4.0,4.0,2.0,8.0,Moderately Old,sector 54,1,0,0,0,2163.2000000000003,Semi Furnished,Luxurious,28.4348° N, 77.1089° E
64.5,2.0,2.0,3.0,11.0,Relatively New,sector 90,0,1,0,0,1225.0,Fully Furnished,Semi Luxurious,28.4085° N, 76.9369° E
175.0,3.0,4.0,3.0,7.0,Relatively New,sector 109,1,0,0,0,1797.0,Unfurnished,Luxurious,28.5073° N, 77.0089° E
154.0,3.0,4.0,3.0,5.0,Old Property,sector 56,1,0,0,0,1900.0,Unfurnished,Semi Luxurious,28.4245° N, 77.0991° E
140.0,3.0,3.0,3.0,4.0,Relatively New,sector 102,1,0,0,0,1320.0,Fully Furnished,Semi Luxurious,28.4750° N, 76.9715° E
97.0,2.0,2.0,2.0,12.0,Relatively New,sector 102,0,0,0,0,732.0,Unfurnished,Luxurious,28.4750° N, 76.9715° E
135.0,2.0,2.0,2.0,9.0,Relatively New,sector 102,0,0,0,0,1087.2,Unfurnished,Luxurious,28.4750° N, 76.9715° E
175.0,3.0,4.0,3.0,13.0,Relatively New,sector 102,1,0,0,0,1553.6,Fully Furnished,Semi Luxurious,28.4750° N, 76.9715° E
220.00000000000003,4.0,6.0,3.0,4.0,Relatively New,sector 103,1,0,0,0,2300.0,Fully Furnished,Luxurious,28.4949° N, 76.9845° E
245.00000000000003,3.0,3.0,3.0,15.0,Relatively New,sector 108,0,0,0,0,1460.0,Unfurnished,Semi Luxurious,28.5134° N, 76.9830° E
150.0,4.0,6.0,3.0,11.0,Relatively New,sector 106,1,0,0,0,1535.0,Unfurnished,Luxurious,28.5007° N, 77.0003° E
240.0,3.0,4.0,3.0,5.0,Relatively New,sector 113,1,0,0,0,1940.0,Unfurnished,Semi Luxurious,28.5287° N, 77.0233° E
245.00000000000003,3.0,3.0,3.0,3.0,Relatively New,sector 113,0,1,0,0,1890.0,Unfurnished,Luxurious,28.5287° N, 77.0233° E
300.0,3.0,3.0,3.0,3.0,Relatively New,sector 113,1,0,0,0,2460.0,Unfurnished,Luxurious,28.5287° N, 77.0233° E
165.0,3.0,2.0,2.0,3.0,Relatively New,sector 113,0,0,0,0,1420.0,Unfurnished,Semi Luxurious,28.5287° N, 77.0233° E
88.0,2.0,2.0,3.0,3.0,Relatively New,sector 106,0,0,0,0,1120.0,Unfurnished,Semi Luxurious,28.5007° N, 77.0003° E
88.0,2.0,2.0,3.0,1.0,Relatively New,sector 106,0,0,0,0,940.0,Unfurnished,Semi Luxurious,28.5007° N, 77.0003° E
128.0,3.0,4.0,3.0,24.0,Relatively New,sector 106,1,0,0,0,1186.0,Unfurnished,Semi Luxurious,28.5007° N, 77.0003° E
134.0,4.0,5.0,3.0,7.0,Relatively New,sector 106,1,0,0,0,1535.0,Unfurnished,Semi Luxurious,28.5007° N, 77.0003° E
132.0,4.0,5.0,3.0,11.0,Relatively New,sector 106,1,0,0,0,1535.0,Unfurnished,Semi Luxurious,28.5007° N, 77.0003° E
113.0,3.0,4.0,3.0,18.0,Relatively New,sector 106,1,1,0,0,1186.0,Unfurnished,Semi Luxurious,28.5007° N, 77.0003° E
138.0,4.0,5.0,3.0,1.0,Relatively New,sector 99,1,0,0,0,2150.0,Fully Furnished,Semi Luxurious,28.4640° N, 76.9614° E
116.0,3.0,3.0,3.0,3.0,Relatively New,sector 99,1,0,0,0,1790.0,Unfurnished,Semi Luxurious,28.4640° N, 76.9614° E
233.0,3.0,3.0,3.0,3.0,New Property,sector 113,1,0,0,0,2098.0,Unfurnished,Luxurious,28.5287° N, 77.0233° E
305.0,3.0,4.0,3.0,15.0,New Property,sector 113,1,0,0,0,2600.0,Unfurnished,Luxurious,28.5287° N, 77.0233° E
125.0,3.0,2.0,1.0,6.0,Relatively New,sector 83,1,1,1,1,1462.0,Semi Furnished,Luxurious,28.3986° N, 76.9647° E
125.0,3.0,3.0,2.0,1.0,Relatively New,sector 79,0,1,1,0,1296.0,Fully Furnished,Luxurious,28.3624° N, 76.9787° E
105.0,3.0,3.0,2.0,14.0,Relatively New,sector 83,1,1,1,1,1404.0,Fully Furnished,Luxurious,28.3986° N, 76.9647° E
125.0,3.0,3.0,3.0,22.0,Relatively New,sector 79,0,1,1,0,1192.0,Unfurnished,Luxurious,28.3624° N, 76.9787° E
110.0,3.0,3.0,3.0,22.0,Relatively New,sector 79,0,1,1,0,1192.0,Fully Furnished,Luxurious,28.3624° N, 76.9787° E
130.0,3.0,3.0,3.0,16.0,Relatively New,sector 83,1,0,0,0,1376.0,Fully Furnished,Luxurious,28.3986° N, 76.9647° E
228.0,4.0,4.0,3.0,8.0,Relatively New,sector 84,1,0,0,0,2747.2000000000003,Unfurnished,Semi Luxurious,28.3979° N, 76.9736° E
120.0,2.0,2.0,2.0,4.0,Relatively New,sector 85,1,0,0,1,1190.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
122.0,2.0,2.0,3.0,16.0,Relatively New,sector 85,0,0,0,1,1300.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
110.0,2.0,2.0,3.0,12.0,Relatively New,sector 85,0,1,0,0,1173.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
115.0,2.0,2.0,3.0,20.0,Relatively New,sector 85,0,0,1,0,1263.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
120.0,3.0,3.0,3.0,18.0,Relatively New,sector 79,0,1,1,0,1208.0,Fully Furnished,Luxurious,28.3624° N, 76.9787° E
